"","CCA1","CCA2"
"LP7",-0.464444171370407,1.99826847712423
"HP7",0.326962182123228,1.00317460285048
"LP15",1.06097189363166,-1.23406717693813
"HP15",0.584483315485354,-0.399745040107525
"LP25",0.583664317314149,-0.222410718312839
"HP25",0.441236304629767,-0.0755303548698421
"LP40",-2.24789657170946,-1.16478689606065
"HP40",-0.815098837389993,0.556889625613773
