OTU ID	C0	C7	C15	C25	C40	HP7	HP15	HP25	HP40	LP7	LP15	LP25	LP40
OTU1715	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU1716	7	4 	8	10	7	6	7	5	10	2	8	7	3
OTU1717	14	6 	16	16	14	11	9	3	12	1	6	11	2
OTU1718	35	24 	38	34	27	30	41	52	66	17	41	25	73
OTU1719	2	2 	1	1	3	2	1	0	0	1	2	0	0
OTU1720	0	1 	0	0	2	2	1	1	0	0	0	0	2
OTU1721	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1722	7	2 	7	13	4	2	0	1	0	2	3	2	1
OTU1723	7	2 	1	3	2	2	1	2	3	1	2	3	0
OTU1724	2	2 	2	1	0	1	1	7	3	2	2	2	0
OTU1725	5	2 	1	1	1	2	4	1	1	2	0	3	0
OTU1726	1	0 	3	3	1	0	0	0	0	0	2	0	0
OTU1727	2	4 	2	3	5	6	1	2	5	2	3	7	1
OTU1728	0	0 	1	0	0	0	3	3	1	0	1	2	0
OTU1729	0	1 	3	1	0	0	1	0	1	1	0	0	0
OTU1730	1	1 	0	2	0	0	1	1	0	1	0	1	0
OTU1731	9	5 	3	2	3	7	9	0	0	2	1	0	2
OTU1732	0	0 	0	1	0	0	0	0	0	0	0	0	0
OTU1733	0	1 	0	0	0	1	2	0	0	0	0	0	1
OTU1734	0	0 	0	0	2	0	0	3	1	0	2	0	0
OTU1735	0	1 	0	1	0	2	1	1	0	0	0	0	0
OTU1736	2	2 	0	1	0	2	0	0	0	1	0	1	4
OTU1737	1	0 	0	1	0	0	1	0	1	0	2	0	1
OTU1738	0	3 	2	2	2	3	1	7	3	2	7	6	4
OTU1739	1	1 	0	1	4	1	1	3	4	1	2	3	3
OTU1740	6	4 	0	4	3	2	4	7	9	6	2	3	11
OTU1741	0	0 	0	2	0	0	0	0	0	0	0	0	1
OTU1742	1	1 	0	4	6	1	4	2	1	1	1	5	5
OTU1743	1	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1744	3	4 	5	5	1	4	1	3	1	4	3	3	1
OTU1745	0	0 	0	0	0	0	0	3	0	0	0	0	0
OTU1746	4	2 	4	1	0	4	3	8	1	0	1	0	1
OTU1747	9	7 	1	3	3	7	9	6	5	6	7	4	1
OTU1748	0	0 	0	2	1	0	0	0	0	0	0	0	1
OTU1749	0	0 	1	0	0	0	0	0	1	0	0	0	0
OTU1750	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU1751	2	0 	0	1	0	0	0	1	0	0	0	1	1
OTU1752	0	0 	1	0	0	0	0	0	1	0	1	0	0
OTU1753	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1754	0	1 	0	0	0	1	1	0	1	0	0	0	0
OTU1755	0	0 	1	1	3	0	0	1	0	0	0	0	0
OTU1756	0	0 	0	1	2	0	0	1	1	0	0	0	0
OTU1757	0	0 	0	0	0	0	1	1	1	0	0	1	1
OTU1758	0	2 	1	0	2	4	1	0	0	0	1	0	0
OTU1760	0	1 	0	0	0	1	1	1	1	1	0	1	1
OTU1761	0	1 	2	0	3	1	0	0	2	0	1	1	1
OTU1762	1	1 	2	0	0	0	0	0	0	2	1	1	0
OTU1763	4	7 	9	8	3	6	7	4	7	8	7	9	11
OTU1764	5	12 	18	4	4	12	27	10	9	12	24	9	13
OTU1765	1	0 	0	0	1	0	1	0	0	0	0	1	0
OTU1766	0	1 	1	0	0	0	0	0	0	1	0	0	0
OTU1767	0	1 	0	1	2	0	2	4	0	1	2	0	1
OTU1768	3	2 	5	4	4	1	2	3	4	3	11	9	5
OTU1769	1	1 	0	0	0	0	0	0	0	1	0	0	0
OTU1770	0	2 	5	1	3	3	1	1	1	1	1	1	0
OTU1771	1	1 	1	2	0	2	1	0	1	0	0	0	1
OTU1772	0	1 	7	1	1	0	2	4	3	1	4	0	3
OTU1773	1	1 	3	2	2	1	2	3	1	0	2	6	0
OTU1774	6	8 	3	2	3	9	5	2	7	6	3	2	2
OTU1775	2	1 	0	1	0	1	1	0	1	0	0	0	0
OTU1776	0	1 	0	0	0	0	0	1	0	1	0	2	0
OTU1777	0	1 	0	0	0	0	1	0	0	1	0	0	0
OTU1778	0	1 	1	0	0	0	1	1	0	1	0	0	0
OTU1779	2	1 	0	0	1	0	1	0	1	1	0	1	0
OTU1780	0	1 	0	1	0	0	0	0	6	1	0	0	0
OTU1781	2	0 	0	0	3	0	0	0	2	0	3	0	1
OTU1782	0	2 	5	4	2	2	0	0	0	1	1	2	1
OTU1783	2	5 	11	6	6	6	6	9	6	4	2	4	2
OTU1784	1	1 	0	0	1	1	0	0	0	1	0	1	1
OTU1785	1	1 	0	1	0	0	0	0	0	1	0	1	0
OTU1786	5	2 	0	0	0	4	5	1	1	0	0	0	0
OTU1787	0	1 	3	1	0	1	1	2	1	0	0	1	0
OTU1788	0	0 	1	0	1	0	0	0	0	0	0	0	0
OTU1789	0	0 	0	1	1	0	0	1	1	0	0	0	0
OTU1790	0	0 	0	0	0	0	0	0	0	0	0	0	1
OTU1791	0	0 	1	0	2	0	0	0	0	0	0	0	1
OTU1792	1	1 	2	2	2	2	1	1	0	0	0	0	2
OTU1793	1	1 	0	1	0	2	0	0	0	0	1	0	1
OTU1794	4	6 	2	3	0	7	1	0	5	5	3	1	0
OTU1795	1	2 	1	2	2	1	3	7	5	2	3	8	4
OTU1796	0	0 	0	0	1	0	2	1	0	0	1	1	0
OTU1797	4	4 	5	4	3	5	10	12	14	3	3	5	11
OTU1798	0	2 	1	0	0	2	1	1	0	1	3	2	0
OTU1799	5	10 	19	29	16	9	26	15	30	11	32	18	20
OTU1800	1	0 	0	2	0	0	1	0	0	0	0	0	0
OTU1801	1	0 	0	0	0	0	0	0	0	0	1	1	0
OTU1802	11	9 	6	6	11	6	8	9	7	12	4	6	6
OTU1803	1	1 	0	0	1	0	0	0	0	1	0	0	0
OTU1804	7	7 	7	1	2	11	1	0	1	3	0	1	0
OTU1805	2	2 	1	3	1	3	1	3	1	0	2	0	4
OTU1806	2	0 	0	0	1	0	1	1	1	0	1	0	0
OTU1807	1	2 	3	1	0	3	1	0	0	0	2	1	2
OTU1808	0	2 	2	3	5	2	2	2	1	1	2	2	0
OTU1809	0	0 	0	0	0	0	0	3	0	0	2	0	2
OTU1810	0	0 	4	6	15	0	9	7	7	0	1	2	2
OTU1811	5	5 	9	8	4	4	3	3	3	5	6	10	4
OTU1812	1	0 	0	1	1	0	0	0	1	0	0	0	1
OTU1813	0	1 	1	0	1	1	0	2	3	1	0	0	1
OTU1814	5	0 	0	0	1	0	0	1	1	0	3	0	1
OTU1815	0	0 	1	1	0	0	0	3	0	0	0	0	1
OTU1816	0	0 	2	2	1	0	0	2	2	0	0	1	2
OTU1817	1	1 	2	0	2	1	0	0	1	0	2	0	0
OTU1818	0	0 	0	0	1	0	0	1	0	0	0	0	1
OTU1819	1	2 	1	0	0	3	0	0	1	0	0	1	1
OTU1820	0	1 	1	0	2	1	0	0	2	0	1	0	0
OTU1821	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1822	0	0 	1	0	0	0	0	0	1	0	0	1	0
OTU1823	4	2 	1	3	1	2	2	0	0	2	2	1	2
OTU1824	11	5 	5	4	2	5	3	0	0	5	1	0	0
OTU1825	0	0 	1	3	4	0	2	2	2	0	0	0	1
OTU1826	0	0 	0	0	1	0	0	0	2	0	0	0	0
OTU1827	4	3 	5	6	9	3	7	9	9	3	7	11	11
OTU1828	5	4 	3	12	10	3	6	7	6	5	2	4	6
OTU1829	8	5 	5	6	9	6	5	2	13	3	8	6	6
OTU1830	0	0 	0	0	1	0	0	1	0	0	0	0	1
OTU1831	7	3 	3	2	1	3	7	0	5	3	4	4	5
OTU1832	1	0 	0	0	1	0	1	3	0	0	0	1	1
OTU1833	56	71 	3	5	10	36	7	2	4	106	4	3	16
OTU1834	0	1 	0	2	1	1	0	1	0	0	1	0	0
OTU1835	0	0 	2	1	1	0	1	0	0	0	0	0	0
OTU1836	2	1 	0	2	0	0	0	2	0	1	0	1	3
OTU1838	0	2 	1	2	0	2	2	1	0	1	1	0	0
OTU1839	0	1 	1	0	0	1	1	0	0	0	1	2	0
OTU1840	0	1 	1	1	0	1	0	0	1	1	0	1	0
OTU1841	6	6 	10	3	11	7	8	8	5	5	5	6	9
OTU1842	1	1 	1	0	0	0	2	0	0	1	0	0	0
OTU1843	0	1 	0	2	3	0	1	3	0	1	1	0	0
OTU1844	0	4 	2	1	1	6	2	2	1	2	1	1	0
OTU1845	0	1 	1	0	1	0	1	0	0	1	0	0	0
OTU1846	0	1 	2	3	1	2	2	5	1	0	3	2	3
OTU1847	0	0 	1	0	0	0	0	1	3	0	1	1	1
OTU1848	0	0 	0	0	0	0	1	0	0	0	1	0	0
OTU1849	0	0 	0	0	0	0	0	1	0	0	0	3	1
OTU1850	1	3 	0	2	1	3	2	2	1	2	2	1	0
OTU1851	0	0 	0	0	0	0	0	0	2	0	0	0	0
OTU1852	4	9 	8	8	6	7	12	6	5	10	8	4	21
OTU1853	25	12 	32	23	60	14	26	19	18	10	28	28	21
OTU1854	2	3 	3	2	1	1	1	0	0	4	2	1	3
OTU1855	6	4 	1	8	10	4	1	4	6	4	13	5	2
OTU1856	2	1 	4	0	1	1	3	0	0	0	4	2	0
OTU1857	0	1 	1	0	0	1	1	1	0	0	0	0	2
OTU1858	2	2 	3	1	3	1	2	0	0	3	1	0	0
OTU1859	3	6 	3	1	1	6	4	3	5	5	4	2	3
OTU1860	1	0 	0	1	1	0	1	0	1	0	0	0	1
OTU1861	0	0 	0	0	0	0	0	1	0	0	2	1	1
OTU1862	1	0 	2	0	0	0	0	0	0	0	0	0	0
OTU1863	0	0 	0	1	0	0	0	1	0	0	0	0	5
OTU1864	0	0 	1	0	0	0	1	1	0	0	0	0	0
OTU1865	0	1 	0	0	2	0	1	1	0	1	0	1	0
OTU1866	0	0 	0	0	1	0	0	0	0	0	0	0	0
OTU1867	1	1 	0	1	2	1	1	0	1	1	1	0	1
OTU1868	2	2 	1	1	2	1	1	0	3	2	2	1	2
OTU1869	1	0 	0	0	0	0	1	2	0	0	0	0	0
OTU1870	5	3 	6	4	3	3	8	5	4	3	7	1	7
OTU1871	67	95 	65	59	56	103	80	80	95	86	73	51	86
OTU1872	0	0 	0	0	1	0	1	0	0	0	0	1	2
OTU1873	1	0 	3	0	5	0	1	1	0	0	2	0	2
OTU1874	2	1 	0	1	2	1	0	0	2	1	1	0	1
OTU1875	8	5 	17	26	25	7	20	14	12	2	27	24	16
OTU1876	0	0 	0	0	2	0	0	0	0	0	0	0	0
OTU1877	0	1 	0	0	1	0	1	0	0	1	3	0	1
OTU1878	0	0 	2	2	1	0	4	0	0	0	2	0	0
OTU1879	19	13 	12	14	20	15	21	20	17	11	15	18	15
OTU1880	1	1 	0	0	0	0	0	1	0	1	0	0	0
OTU1881	1	1 	1	2	0	0	2	1	1	2	3	1	3
OTU1882	2	2 	0	1	0	1	0	0	1	2	0	2	1
OTU1883	7	8 	1	3	0	4	4	8	1	11	2	4	2
OTU1884	0	0 	1	1	0	0	1	1	0	0	0	1	0
OTU1885	0	0 	2	0	0	0	0	0	0	0	0	0	0
OTU1886	1	2 	3	0	1	3	0	0	0	1	1	0	1
OTU1887	0	0 	0	2	3	0	1	0	1	0	0	0	3
OTU1888	1	1 	1	0	2	1	1	1	2	1	2	0	1
OTU1889	0	0 	0	0	0	0	0	0	0	0	1	1	2
OTU1890	0	0 	1	1	0	0	2	3	0	0	1	1	0
OTU1891	0	1 	1	3	0	0	0	0	0	1	1	0	0
OTU1892	1	0 	2	1	0	0	0	1	0	0	0	1	0
OTU1893	0	0 	1	1	1	0	0	2	4	0	1	1	1
OTU1894	0	0 	0	0	0	0	0	0	0	0	1	1	0
OTU1895	0	1 	0	0	1	0	0	2	2	1	1	0	1
OTU1896	1	1 	1	0	0	1	0	0	0	0	0	0	0
OTU1897	3	4 	1	1	1	4	3	3	1	4	3	3	2
OTU1898	26	25 	41	40	40	29	34	34	37	21	38	35	45
OTU1899	6	1 	1	1	1	2	3	3	2	0	0	2	0
OTU1900	3	6 	1	3	1	5	1	5	4	6	3	3	2
OTU1901	2	1 	2	1	1	1	0	2	0	0	1	2	1
OTU1902	0	1 	0	3	2	2	0	0	1	0	0	0	0
OTU1903	2	7 	5	4	3	9	4	2	3	5	4	1	2
OTU1904	4	4 	9	5	5	5	10	14	5	3	8	12	11
OTU1905	0	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1906	0	0 	0	1	0	0	0	0	0	0	1	0	0
OTU1907	2	1 	4	0	1	1	1	2	1	0	4	1	0
OTU1908	0	1 	0	0	1	1	1	0	0	0	0	0	1
OTU1909	1	1 	2	2	5	1	1	2	3	1	2	1	1
OTU1910	0	1 	1	1	0	0	1	0	0	1	0	0	2
OTU1911	1	1 	0	1	1	2	0	1	0	0	0	1	3
OTU1912	2	2 	1	2	2	2	1	0	1	1	0	0	0
OTU1913	1	1 	1	0	0	1	1	0	0	0	0	0	0
OTU1914	1	0 	0	0	0	0	1	0	0	0	1	0	0
OTU1915	3	1 	0	2	0	1	2	3	0	0	1	0	2
OTU1916	0	2 	1	3	3	3	5	2	0	0	1	3	1
OTU1917	191	112 	111	20	9	43	20	249	132	180	30	170	139
OTU1918	2	1 	1	0	0	1	0	0	0	0	0	1	1
OTU1919	0	0 	1	0	0	0	0	0	0	0	0	0	0
OTU1920	0	0 	0	5	5	0	0	2	1	0	0	3	2
OTU1921	0	1 	0	1	0	1	0	1	0	1	0	0	0
OTU1922	0	1 	0	1	1	1	0	1	0	1	1	1	0
OTU1923	3	3 	4	5	5	2	1	5	2	3	5	1	5
OTU1924	2	3 	4	0	3	3	4	3	5	2	4	0	6
OTU1925	0	4 	1	1	0	5	0	0	0	2	1	2	0
OTU1926	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1927	0	1 	0	1	1	0	0	1	1	1	1	0	0
OTU1928	2	4 	4	6	3	4	7	6	2	3	4	3	2
OTU1929	1	0 	0	0	0	0	1	0	0	0	1	0	0
OTU1930	2	1 	2	2	1	0	0	2	5	1	2	0	2
OTU1931	0	2 	0	0	0	2	0	0	0	2	0	0	1
OTU1932	1	4 	2	1	1	5	1	2	4	3	3	3	0
OTU1933	3	2 	0	1	6	1	0	3	0	2	2	0	0
OTU1934	3	4 	1	1	2	7	2	4	2	1	4	0	1
OTU1935	1	0 	1	2	0	0	0	0	1	0	1	1	2
OTU1936	0	1 	0	0	2	0	3	2	1	1	0	0	2
OTU1937	222	307 	26	3	1	106	209	0	1	507	98	2	0
OTU1938	0	2 	0	1	0	2	0	0	0	1	0	2	0
OTU1939	0	1 	0	0	0	2	0	1	0	0	0	0	3
OTU1940	3	5 	5	5	3	6	6	4	7	4	4	3	6
OTU1941	0	1 	0	1	0	1	0	2	0	0	0	0	0
OTU1942	1	1 	0	0	0	0	0	1	0	1	0	1	0
OTU1943	8	5 	0	0	0	4	2	0	0	5	2	0	1
OTU1944	0	0 	1	0	0	0	0	0	1	0	0	0	1
OTU1945	1	1 	0	3	2	0	0	0	1	1	4	1	0
OTU1946	0	1 	1	2	0	1	0	1	0	0	0	0	2
OTU1947	1	1 	1	1	1	0	1	0	0	1	1	0	0
OTU1948	0	1 	0	0	0	1	0	0	0	1	0	0	0
OTU1949	0	2 	0	1	0	4	0	1	1	0	0	0	0
OTU1950	1	0 	1	2	0	0	2	2	3	0	1	3	2
OTU1951	1	7 	6	9	3	6	2	10	1	7	5	4	3
OTU1952	4	6 	2	1	0	7	6	1	0	5	1	2	0
OTU1953	0	2 	0	0	0	2	1	1	1	2	1	0	0
OTU1954	14	8 	18	16	11	7	18	10	5	9	10	14	12
OTU1955	0	1 	0	0	0	1	2	0	0	1	0	2	0
OTU1956	4	4 	4	1	3	2	1	1	1	5	4	4	2
OTU1957	4	2 	7	2	7	2	7	7	5	2	2	15	2
OTU1958	1	1 	3	1	5	1	0	0	1	0	1	1	1
OTU1959	0	0 	0	0	0	0	0	0	0	0	0	0	1
OTU1960	1	1 	0	0	1	0	3	1	2	1	0	1	3
OTU1961	0	0 	0	0	1	0	1	0	0	0	0	0	0
OTU1962	0	1 	1	1	0	2	0	1	0	0	0	0	1
OTU1963	1	2 	0	1	1	1	0	0	0	2	1	1	1
OTU1964	3	3 	3	2	3	4	1	0	0	2	1	0	0
OTU1965	1	1 	0	0	0	2	1	0	0	0	0	1	0
OTU1966	1	1 	0	0	0	2	0	0	0	0	0	2	0
OTU1967	0	0 	2	3	1	0	0	0	0	0	2	0	0
OTU1968	15	22 	19	12	14	22	13	20	13	21	19	11	10
OTU1969	28	21 	30	23	31	16	40	21	17	26	14	16	18
OTU1970	0	1 	2	0	0	1	0	0	2	1	1	1	0
OTU1971	2	2 	3	0	1	2	3	2	5	2	1	1	1
OTU1972	2	3 	3	3	1	2	2	0	2	3	4	3	2
OTU1973	189	186 	174	161	109	188	177	211	170	183	194	116	215
OTU1974	0	1 	1	0	0	1	0	1	0	0	0	1	1
OTU1975	1	1 	0	5	0	0	2	4	0	2	2	4	3
OTU1976	2	4 	1	0	1	4	2	2	2	4	5	1	2
OTU1977	12	6 	14	10	11	4	23	19	10	7	17	2	14
OTU1978	2	3 	1	3	2	3	1	3	3	3	2	0	1
OTU1979	0	0 	0	0	0	0	0	0	0	0	1	0	0
OTU1980	0	1 	0	0	2	1	4	0	1	1	1	1	1
OTU1981	1	0 	0	0	0	0	0	0	0	0	0	0	0
OTU1982	0	2 	1	1	3	3	1	2	0	0	0	1	1
OTU1983	1	2 	0	4	0	2	1	2	0	1	0	2	1
OTU1984	0	2 	1	0	1	0	0	0	0	3	0	0	1
OTU1985	4	2 	0	1	0	2	9	1	0	1	0	0	0
OTU1986	1	2 	0	0	0	1	0	1	0	2	0	0	0
OTU1987	0	1 	0	1	0	1	0	2	0	0	0	0	0
OTU1988	0	0 	1	2	1	0	1	0	2	0	0	1	2
OTU1989	1	0 	0	0	0	0	0	2	0	0	0	0	1
OTU1990	0	0 	2	1	0	0	1	1	0	0	0	0	1
OTU1991	1	2 	2	0	3	2	1	0	0	2	0	0	1
OTU1992	21	21 	27	24	24	22	19	24	20	19	19	10	21
OTU1993	43	26 	16	12	12	27	6	4	5	25	13	4	3
OTU1994	0	0 	0	0	1	0	0	0	0	0	0	1	0
OTU1995	1	1 	1	2	0	0	0	0	1	1	0	0	2
OTU1996	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU1997	0	1 	0	0	1	1	0	0	0	0	3	1	1
OTU1998	1	0 	1	1	0	0	0	2	0	0	0	1	1
OTU1999	1	1 	0	0	0	0	0	1	0	1	0	2	0
OTU2000	0	0 	0	0	0	0	0	2	8	0	1	1	7
OTU2001	1	1 	0	2	3	0	0	0	3	1	0	0	0
OTU2002	0	0 	0	1	0	0	0	1	0	0	0	0	2
OTU2003	1	0 	3	1	2	0	4	1	1	0	0	0	0
OTU2004	1	1 	0	0	0	1	1	1	0	0	0	0	0
OTU2005	0	0 	1	0	0	0	0	0	0	0	0	0	0
OTU2006	0	0 	1	0	1	0	1	0	0	0	0	0	0
OTU2007	31	41 	23	23	18	57	27	26	21	25	21	21	23
OTU2008	0	0 	0	0	2	0	0	1	1	0	0	0	0
OTU2009	0	2 	0	0	1	1	0	0	2	3	0	3	0
OTU2010	0	1 	1	1	0	0	1	0	0	1	0	0	1
OTU2011	0	1 	0	0	1	1	2	0	1	0	0	0	1
OTU2012	0	0 	0	0	0	0	0	0	0	0	0	1	0
OTU2013	3	3 	4	2	4	4	3	2	3	1	4	2	0
OTU2014	1	1 	2	0	0	1	4	1	0	1	0	0	0
OTU2015	2	0 	1	4	4	0	2	2	1	0	4	2	1
OTU2016	0	0 	1	0	0	0	0	1	0	0	0	0	0
OTU2017	2	2 	0	0	1	2	3	3	1	2	1	2	3
OTU2018	0	0 	0	0	0	0	0	0	0	0	0	1	0
OTU2019	1	0 	1	0	0	0	0	0	0	0	0	0	0
OTU2020	2	3 	3	3	6	5	3	5	3	1	5	2	3
OTU2021	0	1 	0	0	0	0	0	0	0	1	2	0	0
OTU2022	2	5 	4	5	4	6	3	5	2	4	2	3	2
OTU2023	1	2 	2	2	0	2	3	1	2	1	0	0	2
OTU2024	2	2 	1	0	0	0	0	0	0	3	0	0	0
OTU2025	0	0 	0	0	0	0	0	0	0	0	1	0	2
OTU2026	7	10 	11	5	15	10	9	3	7	10	11	7	7
OTU2027	0	1 	1	1	0	0	1	0	1	1	0	0	1
OTU2028	0	0 	0	0	0	0	0	1	0	0	0	1	1
OTU2029	2	1 	2	1	3	0	0	2	3	1	2	2	2
OTU2030	0	1 	0	1	0	2	1	0	0	0	0	0	1
OTU2031	0	0 	0	1	0	0	0	2	0	0	1	3	1
OTU2032	3	1 	1	0	0	0	1	1	0	1	1	1	0
OTU2033	0	1 	2	0	1	0	1	1	2	1	0	2	0
OTU2034	0	0 	0	0	0	0	0	0	1	0	0	0	0
OTU2035	0	1 	1	0	2	0	0	0	0	1	0	1	1
OTU2036	0	0 	0	1	1	0	2	1	1	0	0	3	2
OTU2037	0	1 	0	0	0	1	1	1	0	0	0	0	1
OTU2038	1	2 	1	1	0	2	0	0	0	1	0	0	1
OTU2039	3	1 	0	3	3	1	5	2	5	1	5	1	3
OTU2040	0	1 	0	1	0	0	0	0	0	1	0	0	0
OTU2041	0	0 	3	0	0	0	0	0	0	0	0	0	0
OTU2042	2	2 	2	1	1	2	3	4	1	1	1	2	1
OTU2043	0	0 	0	0	0	0	0	2	3	0	0	0	0
OTU2044	0	2 	3	3	1	3	1	0	1	1	0	0	1
OTU2045	0	0 	0	0	0	0	0	0	0	0	1	0	0
OTU2046	4	3 	3	6	6	5	3	6	6	0	4	3	10
OTU2047	0	1 	1	0	4	1	2	2	0	0	2	1	0
OTU2048	9	4 	1	3	3	3	7	9	3	4	3	4	0
OTU2049	0	0 	0	0	0	0	0	0	0	0	0	13	0
OTU2050	1	1 	1	2	2	0	1	1	2	1	2	0	0
OTU2051	0	3 	1	0	2	2	2	1	1	4	3	2	3
OTU2052	0	0 	1	0	0	0	2	0	0	0	3	0	0
OTU2053	0	0 	0	0	1	0	0	1	1	0	1	1	1
OTU2054	0	1 	0	0	0	1	0	1	0	0	0	0	0
OTU2055	3	12 	14	8	7	13	5	3	7	10	6	10	12
OTU2056	3	2 	4	2	4	1	3	5	3	2	1	0	5
OTU2057	2	3 	2	0	0	3	0	2	2	2	2	4	1
OTU2058	10	10 	13	12	20	9	21	26	25	11	10	35	33
OTU2059	2	1 	4	0	1	1	1	1	3	0	1	1	2
OTU2060	5	1 	8	13	18	1	14	6	4	1	20	6	9
OTU2061	0	0 	0	0	0	0	0	2	1	0	0	0	1
OTU2062	5	4 	8	11	11	7	4	6	5	1	10	11	9
OTU2063	7	2 	2	8	1	3	2	0	0	0	2	0	1
OTU2064	1	1 	0	0	0	0	0	0	2	1	0	1	0
OTU2065	0	1 	1	1	0	1	0	2	0	0	2	0	1
OTU2066	2	1 	1	3	4	2	2	2	3	0	2	4	5
OTU2067	0	0 	2	0	4	0	2	2	2	0	0	3	3
OTU2068	1	2 	0	1	1	1	0	0	1	3	0	1	0
OTU2069	3	1 	3	4	1	0	4	1	4	1	4	0	0
OTU2070	0	1 	0	2	0	1	0	0	1	0	0	1	0
OTU2071	1	1 	0	2	0	1	1	1	0	1	2	2	0
OTU2072	1	0 	2	1	1	0	2	1	2	0	0	0	2
OTU2073	0	1 	1	0	1	0	0	0	0	1	0	1	2
OTU2074	4	8 	5	7	8	10	1	13	10	5	13	0	9
OTU2075	0	6 	7	1	5	8	4	1	2	3	3	1	4
OTU2076	0	1 	0	2	3	1	5	2	1	0	2	4	2
OTU2077	3	1 	0	0	1	1	1	0	2	0	0	1	3
OTU2078	1	1 	1	0	2	0	0	0	0	1	1	0	0
OTU2079	0	1 	0	1	0	0	0	1	0	1	0	2	0
OTU2080	1	0 	0	1	1	0	1	0	0	0	1	1	0
OTU2081	6	4 	7	6	9	5	5	3	4	2	8	7	5
OTU2082	1	2 	2	1	2	1	3	0	0	2	3	3	2
OTU2083	0	0 	0	0	0	0	0	1	0	0	0	0	0
OTU2084	1	0 	0	1	0	0	1	0	1	0	1	0	0
OTU2085	1	1 	1	1	0	1	0	1	1	0	0	2	1
OTU2086	0	2 	0	1	0	1	0	0	0	2	1	0	0
OTU2087	1	2 	1	3	0	0	1	2	0	3	0	2	1
OTU2088	1	1 	2	3	0	1	0	3	2	0	0	1	1
OTU2089	0	0 	0	1	0	0	0	0	1	0	0	0	0
OTU2090	0	0 	3	2	0	0	0	1	0	0	1	0	0
OTU2091	2	2 	3	3	8	1	5	5	9	2	4	4	4
OTU2092	0	2 	1	2	1	2	6	5	6	1	3	4	5
OTU2093	25	22 	31	32	22	25	49	46	41	19	38	33	48
OTU2094	2	1 	0	1	0	1	3	0	0	0	0	1	0
OTU2095	1	2 	2	6	5	3	1	1	7	1	3	0	5
OTU2096	0	1 	0	0	0	1	0	1	1	0	0	2	0
OTU2097	0	1 	0	0	0	1	0	0	0	0	0	0	0
OTU2098	3	2 	2	0	0	1	1	0	0	3	0	2	1
OTU2099	0	2 	5	0	2	2	2	0	0	1	2	1	1
OTU2100	1	2 	2	1	1	3	0	2	1	0	3	1	1
OTU2101	2	1 	1	2	1	0	0	1	2	2	1	1	0
OTU2102	2	1 	1	0	0	0	0	0	0	1	0	0	1
OTU2103	2	1 	3	4	3	1	4	5	4	0	4	2	4
OTU2104	3	2 	4	6	5	1	2	3	3	3	7	2	0
OTU2105	2	3 	3	3	0	1	0	0	1	4	0	0	0
OTU2106	0	1 	1	0	0	0	0	0	0	1	0	0	0
OTU2107	0	1 	0	1	0	1	1	0	2	0	1	1	0
OTU2108	8	12 	9	13	13	14	10	10	21	9	11	13	16
OTU2109	1	1 	1	0	0	0	0	1	0	1	0	4	0
OTU2110	7	16 	14	11	10	21	4	6	4	11	10	7	3
OTU2111	0	0 	0	0	0	0	0	2	0	0	0	0	1
OTU2112	36	23 	7	11	8	24	17	7	20	22	12	11	9
OTU2113	0	1 	4	2	5	1	3	1	2	1	4	4	4
OTU2114	1	0 	0	0	1	0	1	1	1	0	0	2	0
OTU2115	0	1 	0	0	0	2	1	0	1	0	0	1	0
OTU2116	1	1 	1	0	0	0	0	0	0	1	1	0	1
OTU2117	0	1 	0	0	2	0	1	0	0	1	0	1	1
OTU2118	0	1 	1	1	0	1	0	0	0	0	0	1	0
OTU2119	1	2 	4	5	5	1	5	3	4	3	3	4	5
OTU2120	3	1 	2	4	3	1	2	0	2	0	0	0	3
OTU2121	0	0 	0	0	0	0	0	2	1	0	1	1	1
OTU2122	0	3 	0	0	0	3	0	1	0	2	2	2	1
OTU2123	1	1 	0	0	0	1	0	0	0	0	0	0	0
OTU2124	0	0 	1	1	4	0	1	0	1	0	0	2	0
OTU2125	0	0 	0	0	1	0	0	1	0	0	0	1	0
OTU2126	6	9 	8	8	9	11	14	9	8	6	7	4	10
OTU2127	0	0 	1	0	0	0	1	0	0	0	2	0	0
OTU2128	10	8 	9	25	27	11	15	26	37	4	13	18	50
OTU2129	11	11 	12	13	15	8	10	13	22	13	14	14	25
OTU2130	0	0 	0	1	0	0	1	1	0	0	1	1	1
OTU2131	1	0 	0	0	0	0	1	0	1	0	0	0	1
OTU2132	3	1 	2	3	7	2	0	1	0	0	2	2	1
OTU2133	0	1 	0	1	1	1	0	1	0	0	1	1	0
OTU2134	1	2 	2	2	1	3	2	1	0	0	0	1	1
OTU2135	0	0 	1	1	1	0	0	0	1	0	2	0	0
OTU2136	3	1 	0	0	0	1	0	0	0	0	0	0	0
OTU2137	3	0 	3	22	18	0	30	85	96	0	51	112	111
OTU2138	0	1 	0	0	0	1	0	0	0	1	1	0	0
