OTU ID	HP7	HP15	HP25	HP40	LP7	LP15	LP25	LP40
OTU1308	1	1	1	2	0	1	2	1
OTU1309	0	0	0	0	0	1	1	1
OTU1310	0	1	3	0	2	4	0	0
OTU1311	0	0	0	1	0	0	1	0
OTU1312	0	0	0	0	2	2	0	0
OTU1313	0	1	1	2	1	1	2	0
OTU1314	86	18	7	16	97	13	13	11
OTU1315	3	3	4	10	2	4	10	12
OTU1316	0	1	4	1	1	1	0	0
OTU1317	1	1	0	0	1	0	0	0
OTU1318	6	2	5	3	3	3	1	2
OTU1319	34	16	18	23	41	20	13	36
OTU1320	3	1	0	0	0	0	1	0
OTU1321	1	0	2	0	1	0	0	0
OTU1322	0	0	0	1	0	0	0	0
OTU1323	1	2	5	1	4	2	4	2
OTU1324	0	4	0	2	4	3	3	1
OTU1325	2	0	5	2	1	1	3	4
OTU1326	1	3	0	0	0	1	0	0
OTU1327	0	0	1	1	1	0	1	3
OTU1328	0	0	0	2	1	0	0	2
OTU1329	0	0	0	2	1	0	1	3
OTU1330	0	0	0	0	0	0	1	0
OTU1331	2	0	0	0	3	2	0	0
OTU1332	0	0	1	0	0	0	0	0
OTU1333	1	2	1	0	1	0	3	0
OTU1334	2	0	2	0	0	1	0	0
OTU1335	3	3	3	1	2	2	1	0
OTU1336	1	0	0	2	2	1	2	1
OTU1337	0	1	2	2	0	0	0	0
OTU1338	4	0	2	3	0	0	1	0
OTU1339	0	1	1	1	2	0	0	1
OTU1340	0	0	1	0	0	0	0	0
OTU1341	0	0	2	1	0	0	1	1
OTU1342	0	2	0	0	0	1	0	0
OTU1343	0	0	0	0	0	1	0	0
OTU1344	0	0	1	0	0	0	0	0
OTU1345	0	1	0	0	0	1	0	1
OTU1346	7	3	2	2	5	3	1	6
OTU1347	0	0	0	0	0	0	1	0
OTU1348	1	1	0	0	0	0	0	0
OTU1349	2	1	5	2	1	2	8	3
OTU1350	0	0	0	1	0	0	0	1
OTU1351	0	1	0	0	0	0	0	0
OTU1352	1	0	2	0	1	0	0	2
OTU1353	0	0	0	0	0	0	0	1
OTU1354	0	1	0	1	0	0	1	0
OTU1355	0	0	2	0	1	0	0	0
OTU1356	2	0	1	0	0	0	0	0
OTU1357	3	0	0	2	3	10	20	3
OTU1358	1	0	0	0	1	0	0	0
OTU1359	1	2	4	2	1	2	0	1
OTU1360	1	1	0	0	0	0	0	0
OTU1361	1	3	1	0	0	3	1	0
OTU1362	2	2	0	0	0	1	4	4
OTU1363	0	0	0	0	0	0	1	0
OTU1364	6	11	12	13	13	6	14	6
OTU1365	4	10	4	5	3	8	10	7
OTU1366	2	0	0	1	1	0	2	0
OTU1367	3	1	3	2	0	5	0	1
OTU1368	0	0	0	2	1	0	1	0
OTU1369	3	1	0	2	2	4	5	1
OTU1370	1	2	3	4	1	5	4	5
OTU1371	0	1	0	0	0	0	0	0
OTU1372	2	0	0	0	1	2	0	0
OTU1373	31	24	26	27	22	27	29	15
OTU1374	0	1	0	1	0	0	0	0
OTU1375	0	0	0	0	0	0	0	2
OTU1376	1	1	2	6	0	3	4	4
OTU1377	0	1	0	1	0	0	1	0
OTU1378	15	5	3	4	5	8	1	6
OTU1379	1	0	0	0	0	0	0	0
OTU1380	0	0	1	0	0	0	2	0
OTU1381	0	2	0	1	1	0	0	0
OTU1382	3	1	1	1	1	1	2	2
OTU1383	0	0	0	0	0	0	0	0
OTU1384	2	2	0	0	0	0	0	0
OTU1385	1	0	1	0	0	0	0	0
OTU1386	1	3	0	0	3	4	3	0
OTU1387	3	14	10	14	12	12	10	15
OTU1388	1	3	2	3	4	3	2	0
OTU1389	0	1	1	0	0	0	0	1
OTU1390	10	7	3	5	5	2	3	8
OTU1391	2	0	0	0	3	1	1	0
OTU1392	0	1	0	1	0	0	1	0
OTU1393	1	1	0	0	0	2	2	0
OTU1394	1	2	5	4	1	4	6	3
OTU1395	3	0	1	0	0	0	0	0
OTU1396	5	3	4	4	5	4	2	1
OTU1397	5	0	2	1	0	1	1	1
OTU1398	1	0	0	0	0	0	0	1
OTU1399	0	0	0	0	0	1	2	0
OTU1400	28	14	7	27	18	29	15	21
OTU1401	1	3	0	0	0	3	1	0
OTU1402	1	0	1	1	1	0	0	0
OTU1403	0	0	0	0	0	0	0	0
OTU1404	60	44	29	39	39	51	57	19
OTU1405	45	31	24	21	46	28	26	22
OTU1406	1	5	0	0	2	3	2	1
OTU1407	0	0	0	0	0	0	0	1
OTU1408	3	1	2	3	0	0	3	0
OTU1409	6	7	7	10	10	6	6	8
OTU1410	5	5	10	11	1	3	2	0
OTU1411	1	2	0	0	0	1	0	1
OTU1412	0	0	0	0	0	2	0	0
OTU1413	0	1	0	1	0	0	0	0
OTU1414	3	5	2	2	1	3	5	0
OTU1415	0	0	2	0	0	0	0	0
OTU1416	0	0	0	0	1	1	0	0
OTU1417	0	0	0	0	0	0	0	0
OTU1418	0	0	0	0	1	3	1	1
OTU1419	4	4	7	2	8	8	6	7
OTU1420	8	5	9	3	8	6	6	3
OTU1421	0	1	0	0	0	0	0	1
OTU1422	6	11	8	3	1	4	3	5
OTU1423	4	8	8	14	2	6	10	15
OTU1424	2	8	7	19	2	14	13	12
OTU1425	0	0	1	1	3	1	0	1
OTU1426	4	1	2	5	0	1	2	5
OTU1427	0	0	0	0	0	1	0	0
OTU1428	13	7	7	10	7	15	7	13
OTU1429	0	0	1	0	3	0	1	1
OTU1430	0	2	0	0	0	0	0	0
OTU1431	1	0	0	1	0	0	1	0
OTU1432	1	0	1	0	1	0	1	0
OTU1433	0	1	1	1	1	0	1	1
OTU1434	0	0	0	0	0	0	0	0
OTU1435	0	0	0	0	0	0	1	0
OTU1436	3	0	0	0	1	0	0	1
OTU1437	0	0	0	1	1	1	0	0
OTU1438	17	25	11	12	21	13	14	13
OTU1439	1	3	0	4	1	6	0	3
OTU1440	5	9	5	3	2	7	6	6
OTU1441	1	1	3	5	1	5	3	4
OTU1442	1	0	0	0	0	0	0	2
OTU1443	0	0	1	0	4	1	2	3
OTU1444	5	1	0	5	5	4	4	6
OTU1445	0	0	0	1	0	0	0	0
OTU1446	0	0	0	2	0	0	2	0
OTU1447	2	1	0	3	0	0	0	0
OTU1448	0	1	1	1	0	0	0	0
OTU1449	29	37	35	42	31	35	27	43
OTU1450	5	3	5	11	3	6	13	9
OTU1451	20	12	16	24	13	16	15	24
OTU1452	3	0	0	3	2	2	0	3
OTU1453	0	1	0	2	2	2	3	2
OTU1454	0	1	1	0	0	0	0	0
OTU1455	56	56	47	52	48	46	73	55
OTU1456	1	1	3	1	1	1	0	1
OTU1457	23	9	9	12	14	10	11	12
OTU1458	3	1	2	1	2	3	1	1
OTU1459	0	0	1	2	1	0	3	0
OTU1460	0	1	1	1	0	1	1	1
OTU1461	0	1	0	0	0	0	0	1
OTU1462	2	5	1	2	0	0	2	1
OTU1463	0	0	0	0	0	0	0	0
OTU1464	2	9	9	6	1	7	3	4
OTU1465	2	0	0	0	0	0	0	0
OTU1466	2	0	0	0	0	0	0	1
OTU1467	0	1	0	4	0	0	1	0
OTU1468	1	0	0	0	1	0	0	0
OTU1469	4	0	6	2	2	5	7	1
OTU1470	0	2	2	1	1	3	2	1
OTU1471	0	0	1	1	0	0	1	0
OTU1472	0	0	0	1	0	1	0	0
OTU1473	1	0	1	0	0	0	0	1
OTU1474	1	2	1	1	2	1	1	2
OTU1475	0	0	0	1	0	0	1	0
OTU1476	0	0	0	0	1	0	0	1
OTU1477	0	0	0	0	0	0	0	0
OTU1478	1	4	11	8	4	4	6	3
OTU1479	0	0	1	0	1	0	0	0
OTU1480	17	34	50	49	23	51	46	32
OTU1481	2	0	0	0	0	0	1	0
OTU1482	2	0	3	0	0	3	1	2
OTU1483	1	2	2	4	0	1	1	1
OTU1484	0	1	1	0	0	0	0	0
OTU1485	0	0	0	1	0	0	0	0
OTU1486	2	2	0	2	2	0	0	0
OTU1487	0	0	1	0	0	0	1	1
OTU1488	1	0	0	0	0	0	0	0
OTU1489	4	1	3	5	3	0	4	0
OTU1490	7	14	13	16	3	2	7	5
OTU1491	0	1	1	0	1	0	0	1
OTU1492	0	1	3	2	2	0	3	2
OTU1493	5	14	7	4	10	8	5	6
OTU1494	0	1	0	0	0	0	0	0
OTU1495	3	2	5	5	2	1	0	3
OTU1496	0	1	0	0	1	2	0	1
OTU1497	6	8	14	6	11	6	16	8
OTU1498	0	0	3	1	0	1	0	2
OTU1499	6	4	6	5	5	6	6	4
OTU1500	0	1	2	0	0	0	1	0
OTU1501	7	14	17	30	11	13	12	24
OTU1502	1	1	1	2	0	0	0	0
OTU1503	0	1	0	1	1	0	0	1
OTU1504	1	11	4	10	3	9	11	10
OTU1505	3	2	0	0	2	3	0	0
OTU1506	0	0	1	0	0	0	3	1
OTU1507	0	0	0	0	0	0	1	0
OTU1508	2	5	6	2	1	2	1	1
OTU1509	4	2	3	1	3	2	4	3
OTU1510	2	0	0	0	0	4	0	0
OTU1511	9	11	12	11	7	7	19	7
OTU1512	0	1	0	0	0	0	0	0
OTU1513	4	7	3	4	1	2	2	3
OTU1514	0	0	0	1	0	2	1	2
OTU1515	1	0	0	0	0	0	0	0
OTU1516	0	0	0	0	0	0	0	1
OTU1517	1	0	0	0	0	0	1	0
OTU1518	15	16	20	15	10	18	14	5
OTU1519	16	127	11	6	79	137	51	13
OTU1520	4	5	2	4	3	0	1	0
OTU1521	0	0	0	0	0	0	0	1
OTU1522	2	2	0	0	0	0	2	0
OTU1523	5	0	0	0	4	1	0	0
OTU1524	0	0	1	0	0	0	0	0
OTU1525	9	7	4	1	4	1	1	0
OTU1526	2	0	0	1	1	0	1	0
OTU1527	0	1	0	0	0	0	1	3
OTU1528	2	1	0	0	0	1	0	0
OTU1529	0	2	0	2	0	0	0	0
OTU1530	0	0	0	0	2	0	0	0
OTU1531	0	0	0	0	0	0	0	0
OTU1532	11	16	13	12	11	15	16	14
OTU1533	0	1	1	0	0	1	1	0
OTU1534	2	3	1	1	0	1	0	0
OTU1535	2	3	2	1	1	2	5	3
OTU1536	0	2	0	0	1	1	0	0
OTU1537	0	0	0	1	0	0	0	0
OTU1538	0	1	0	0	0	0	0	0
OTU1539	131	41	47	39	87	69	53	35
OTU1540	13	43	61	57	23	42	14	83
OTU1541	0	0	0	0	0	1	0	0
OTU1542	0	1	0	1	0	2	1	3
OTU1543	5	11	1	1	0	2	1	2
OTU1544	0	0	5	0	0	2	2	0
OTU1545	0	0	0	1	0	0	0	0
OTU1546	2	1	0	0	3	1	0	0
OTU1547	2	3	4	13	7	2	1	3
OTU1548	0	1	1	0	1	0	0	0
OTU1549	11	12	10	4	7	14	3	10
OTU1550	1	4	1	2	1	2	3	2
OTU1551	1	0	1	3	0	0	0	0
OTU1552	0	0	0	1	1	1	0	0
OTU1553	19	14	19	4	18	4	28	7
OTU1554	11	7	8	9	4	11	11	13
OTU1555	2	2	3	1	1	1	2	0
OTU1556	2	0	3	1	0	0	0	0
OTU1557	0	0	0	1	0	0	0	0
OTU1558	0	2	1	1	0	0	1	1
OTU1559	0	1	0	0	0	0	0	0
OTU1560	1	0	0	0	0	0	0	0
OTU1561	0	2	0	0	0	1	3	2
OTU1562	1	1	1	1	2	3	1	0
OTU1563	1	1	2	0	2	2	0	0
OTU1564	1	0	0	4	0	2	0	2
OTU1565	6	12	17	18	7	6	8	15
OTU1566	0	0	0	2	0	0	0	1
OTU1567	0	0	1	0	1	0	0	0
OTU1568	0	2	0	4	0	1	0	4
OTU1569	1	1	3	1	1	1	1	0
OTU1570	1	2	1	0	0	1	2	0
OTU1571	34	19	22	26	23	25	18	16
OTU1572	0	0	2	0	0	0	0	0
OTU1573	0	0	1	1	0	0	0	2
OTU1574	0	0	1	0	0	0	0	0
OTU1575	1	0	0	0	0	1	1	0
OTU1576	0	0	0	1	3	1	0	0
OTU1577	0	1	1	5	0	0	1	2
OTU1578	8	10	11	6	3	7	14	10
OTU1579	0	0	0	1	0	0	0	0
OTU1580	1	3	0	0	0	0	1	1
OTU1581	0	1	0	0	0	0	0	0
OTU1582	1	0	0	0	0	0	7	0
OTU1583	5	1	3	5	0	1	4	3
OTU1584	13	15	14	16	9	15	19	14
OTU1585	0	0	2	1	0	0	0	0
OTU1586	2	0	2	1	0	0	1	1
OTU1587	1	0	1	2	0	0	1	1
OTU1588	2	5	2	4	3	3	3	6
OTU1589	18	0	0	0	13	0	0	0
OTU1590	4	2	1	1	5	1	2	2
OTU1591	0	0	1	1	0	0	0	0
OTU1592	0	1	0	0	0	0	1	0
OTU1593	12	4	1	4	3	2	1	0
OTU1594	2	1	4	6	4	0	0	2
OTU1595	2	3	3	15	2	3	8	19
OTU1596	0	0	0	0	0	0	0	1
OTU1597	0	1	1	1	0	0	0	0
OTU1598	8	7	3	6	4	5	6	2
OTU1599	0	0	0	1	0	0	0	1
OTU1600	6	4	10	4	9	20	9	2
OTU1601	2	1	4	2	3	2	2	5
OTU1602	1	0	0	2	0	1	0	1
OTU1603	2	0	1	0	0	1	1	0
OTU1604	0	0	0	0	2	1	0	0
OTU1605	0	0	0	2	1	1	0	0
OTU1606	0	1	0	2	0	1	0	0
OTU1607	0	6	0	0	1	3	2	0
OTU1608	0	0	0	0	0	0	0	0
OTU1609	32	48	42	67	47	62	31	58
OTU1610	0	2	0	1	1	0	0	0
OTU1611	1	3	3	0	0	2	2	3
OTU1612	1	3	1	1	0	1	4	2
OTU1613	0	0	1	1	0	0	1	2
OTU1614	1	5	1	2	3	5	2	1
OTU1615	1	3	3	0	1	1	4	2
OTU1616	0	0	2	2	0	0	0	1
OTU1617	0	0	3	2	0	1	1	0
OTU1618	0	1	0	1	0	0	0	0
OTU1619	2	5	1	5	3	2	1	1
OTU1620	4	2	0	2	1	3	1	1
OTU1621	1	3	2	1	4	0	2	1
OTU1622	0	0	1	0	0	0	0	1
OTU1623	0	0	0	0	1	0	0	0
OTU1624	27	16	14	14	20	13	8	13
OTU1625	1	0	0	0	1	0	0	0
OTU1626	1	3	0	1	1	1	2	1
OTU1627	1	2	0	0	1	0	1	0
OTU1628	0	0	0	1	1	0	0	1
OTU1629	5	9	12	11	9	6	13	18
OTU1630	0	0	1	0	0	2	1	3
OTU1631	0	0	0	1	0	1	0	0
OTU1632	1	2	0	0	3	4	1	1
OTU1633	0	0	2	3	0	2	1	0
OTU1634	0	1	0	0	2	9	1	1
OTU1635	17	1	4	2	14	6	3	1
OTU1636	4	3	2	2	1	2	0	0
OTU1637	2	0	0	0	0	1	0	1
OTU1638	0	1	4	3	0	3	1	4
OTU1639	0	0	0	0	0	2	1	0
OTU1640	0	0	0	3	1	0	0	0
OTU1641	1	0	0	0	0	0	1	0
OTU1642	0	1	3	4	1	4	3	3
OTU1643	1	3	0	2	0	0	0	5
OTU1644	0	0	1	0	0	0	0	1
OTU1645	1	0	0	0	0	0	0	0
OTU1646	2	5	1	5	3	4	0	1
OTU1647	1	2	0	0	0	0	0	0
OTU1648	0	0	2	0	0	0	0	0
OTU1649	0	1	1	0	0	0	0	1
OTU1650	1	3	1	5	3	2	4	6
OTU1651	4	3	0	1	2	0	3	1
OTU1652	4	11	4	6	3	11	4	7
OTU1653	5	3	0	0	1	0	0	1
OTU1654	1	2	2	5	0	1	4	5
OTU1655	2	9	5	15	1	4	6	6
OTU1656	0	0	0	1	0	0	1	2
OTU1657	1	0	1	1	0	0	0	0
OTU1658	0	0	0	1	0	0	0	0
OTU1659	34	30	27	26	32	38	29	39
OTU1660	0	1	0	0	0	0	0	0
OTU1661	0	0	0	1	0	0	0	0
OTU1662	0	0	0	2	0	0	0	1
OTU1663	1	0	0	3	2	4	0	0
OTU1664	2	0	1	2	1	1	0	0
OTU1665	1	0	1	0	0	4	1	2
OTU1666	13	10	8	18	12	22	15	8
OTU1667	0	0	0	0	0	0	1	0
OTU1668	12	23	14	23	13	24	16	20
OTU1669	0	0	0	1	1	0	0	0
OTU1670	0	1	0	0	1	1	1	0
OTU1671	0	3	1	0	2	0	0	0
OTU1672	0	1	2	1	2	0	0	1
OTU1673	3	0	0	0	0	0	2	0
OTU1674	11	6	8	1	2	3	3	6
OTU1675	0	1	0	0	0	1	0	2
OTU1676	44	20	44	18	28	32	17	25
OTU1677	3	3	0	4	2	1	5	1
OTU1678	2	3	2	3	2	1	0	0
OTU1679	0	1	0	0	0	0	0	1
OTU1680	1	0	0	0	0	1	1	1
OTU1681	3	1	1	0	2	1	0	0
OTU1682	1	0	0	2	1	0	1	0
OTU1683	5	9	10	5	7	8	10	7
OTU1684	3	14	9	14	3	19	20	14
OTU1685	0	0	0	0	0	0	0	0
OTU1686	0	1	0	0	1	0	1	0
OTU1687	0	0	0	0	0	0	0	0
OTU1688	9	9	8	14	8	12	8	13
OTU1689	10	12	6	3	6	11	6	4
OTU1690	0	1	1	1	1	0	0	0
OTU1691	0	0	0	0	0	0	0	3
OTU1692	1	0	2	2	1	1	2	4
OTU1693	2	3	2	0	4	6	2	1
OTU1694	7	3	3	3	6	4	5	1
OTU1695	6	2	3	6	4	0	6	4
OTU1696	2	4	1	2	0	2	3	1
OTU1697	3	1	1	11	0	1	0	0
OTU1698	1	0	0	0	0	1	0	0
OTU1699	2	1	2	0	1	1	1	0
OTU1700	7	7	8	10	3	11	4	6
OTU1701	5	5	4	1	2	3	5	5
OTU1702	0	0	3	5	1	1	1	1
OTU1703	1	1	0	0	4	0	1	2
OTU1704	0	2	3	0	1	3	0	2
OTU1705	0	0	0	0	0	0	0	0
OTU1706	0	0	0	1	0	0	0	0
OTU1707	0	4	4	1	2	5	0	5
OTU1708	1	1	0	0	2	2	1	0
OTU1709	0	0	0	0	0	0	0	0
OTU1710	0	0	0	2	0	1	0	0
OTU1711	10	14	8	9	5	2	9	4
OTU1712	0	0	0	1	0	0	0	0
OTU1713	1	3	1	4	0	2	5	1
OTU1714	0	0	0	0	0	1	0	1
OTU1715	0	0	0	1	0	0	0	0
OTU1716	6	7	5	10	2	8	7	3
OTU1717	11	9	3	12	1	6	11	2
OTU1718	30	41	52	66	17	41	25	73
OTU1719	2	1	0	0	1	2	0	0
OTU1720	2	1	1	0	0	0	0	2
OTU1721	0	0	0	0	0	0	0	0
OTU1722	2	0	1	0	2	3	2	1
OTU1723	2	1	2	3	1	2	3	0
OTU1724	1	1	7	3	2	2	2	0
OTU1725	2	4	1	1	2	0	3	0
OTU1726	0	0	0	0	0	2	0	0
OTU1727	6	1	2	5	2	3	7	1
OTU1728	0	3	3	1	0	1	2	0
OTU1729	0	1	0	1	1	0	0	0
OTU1730	0	1	1	0	1	0	1	0
OTU1731	7	9	0	0	2	1	0	2
OTU1732	0	0	0	0	0	0	0	0
OTU1733	1	2	0	0	0	0	0	1
OTU1734	0	0	3	1	0	2	0	0
OTU1735	2	1	1	0	0	0	0	0
OTU1736	2	0	0	0	1	0	1	4
OTU1737	0	1	0	1	0	2	0	1
OTU1738	3	1	7	3	2	7	6	4
OTU1739	1	1	3	4	1	2	3	3
OTU1740	2	4	7	9	6	2	3	11
OTU1741	0	0	0	0	0	0	0	1
OTU1742	1	4	2	1	1	1	5	5
OTU1743	0	0	0	0	0	0	0	0
OTU1744	4	1	3	1	4	3	3	1
OTU1745	0	0	3	0	0	0	0	0
OTU1746	4	3	8	1	0	1	0	1
OTU1747	7	9	6	5	6	7	4	1
OTU1748	0	0	0	0	0	0	0	1
OTU1749	0	0	0	1	0	0	0	0
OTU1750	0	0	1	0	0	0	0	0
OTU1751	0	0	1	0	0	0	1	1
OTU1752	0	0	0	1	0	1	0	0
OTU1753	1	0	0	0	0	0	0	0
OTU1754	1	1	0	1	0	0	0	0
OTU1755	0	0	1	0	0	0	0	0
OTU1756	0	0	1	1	0	0	0	0
OTU1757	0	1	1	1	0	0	1	1
OTU1758	4	1	0	0	0	1	0	0
OTU1760	1	1	1	1	1	0	1	1
OTU1761	1	0	0	2	0	1	1	1
OTU1762	0	0	0	0	2	1	1	0
OTU1763	6	7	4	7	8	7	9	11
OTU1764	12	27	10	9	12	24	9	13
OTU1765	0	1	0	0	0	0	1	0
OTU1766	0	0	0	0	1	0	0	0
OTU1767	0	2	4	0	1	2	0	1
OTU1768	1	2	3	4	3	11	9	5
OTU1769	0	0	0	0	1	0	0	0
OTU1770	3	1	1	1	1	1	1	0
OTU1771	2	1	0	1	0	0	0	1
OTU1772	0	2	4	3	1	4	0	3
OTU1773	1	2	3	1	0	2	6	0
OTU1774	9	5	2	7	6	3	2	2
OTU1775	1	1	0	1	0	0	0	0
OTU1776	0	0	1	0	1	0	2	0
OTU1777	0	1	0	0	1	0	0	0
OTU1778	0	1	1	0	1	0	0	0
OTU1779	0	1	0	1	1	0	1	0
OTU1780	0	0	0	6	1	0	0	0
OTU1781	0	0	0	2	0	3	0	1
OTU1782	2	0	0	0	1	1	2	1
OTU1783	6	6	9	6	4	2	4	2
OTU1784	1	0	0	0	1	0	1	1
OTU1785	0	0	0	0	1	0	1	0
OTU1786	4	5	1	1	0	0	0	0
OTU1787	1	1	2	1	0	0	1	0
OTU1788	0	0	0	0	0	0	0	0
OTU1789	0	0	1	1	0	0	0	0
OTU1790	0	0	0	0	0	0	0	1
OTU1791	0	0	0	0	0	0	0	1
OTU1792	2	1	1	0	0	0	0	2
OTU1793	2	0	0	0	0	1	0	1
OTU1794	7	1	0	5	5	3	1	0
OTU1795	1	3	7	5	2	3	8	4
OTU1796	0	2	1	0	0	1	1	0
OTU1797	5	10	12	14	3	3	5	11
OTU1798	2	1	1	0	1	3	2	0
OTU1799	9	26	15	30	11	32	18	20
OTU1800	0	1	0	0	0	0	0	0
OTU1801	0	0	0	0	0	1	1	0
OTU1802	6	8	9	7	12	4	6	6
OTU1803	0	0	0	0	1	0	0	0
OTU1804	11	1	0	1	3	0	1	0
OTU1805	3	1	3	1	0	2	0	4
OTU1806	0	1	1	1	0	1	0	0
OTU1807	3	1	0	0	0	2	1	2
OTU1808	2	2	2	1	1	2	2	0
OTU1809	0	0	3	0	0	2	0	2
OTU1810	0	9	7	7	0	1	2	2
OTU1811	4	3	3	3	5	6	10	4
OTU1812	0	0	0	1	0	0	0	1
OTU1813	1	0	2	3	1	0	0	1
OTU1814	0	0	1	1	0	3	0	1
OTU1815	0	0	3	0	0	0	0	1
OTU1816	0	0	2	2	0	0	1	2
OTU1817	1	0	0	1	0	2	0	0
OTU1818	0	0	1	0	0	0	0	1
OTU1819	3	0	0	1	0	0	1	1
OTU1820	1	0	0	2	0	1	0	0
OTU1821	0	0	0	0	0	0	0	0
OTU1822	0	0	0	1	0	0	1	0
OTU1823	2	2	0	0	2	2	1	2
OTU1824	5	3	0	0	5	1	0	0
OTU1825	0	2	2	2	0	0	0	1
OTU1826	0	0	0	2	0	0	0	0
OTU1827	3	7	9	9	3	7	11	11
OTU1828	3	6	7	6	5	2	4	6
OTU1829	6	5	2	13	3	8	6	6
OTU1830	0	0	1	0	0	0	0	1
OTU1831	3	7	0	5	3	4	4	5
OTU1832	0	1	3	0	0	0	1	1
OTU1833	36	7	2	4	106	4	3	16
OTU1834	1	0	1	0	0	1	0	0
OTU1835	0	1	0	0	0	0	0	0
OTU1836	0	0	2	0	1	0	1	3
OTU1838	2	2	1	0	1	1	0	0
OTU1839	1	1	0	0	0	1	2	0
OTU1840	1	0	0	1	1	0	1	0
OTU1841	7	8	8	5	5	5	6	9
OTU1842	0	2	0	0	1	0	0	0
OTU1843	0	1	3	0	1	1	0	0
OTU1844	6	2	2	1	2	1	1	0
OTU1845	0	1	0	0	1	0	0	0
OTU1846	2	2	5	1	0	3	2	3
OTU1847	0	0	1	3	0	1	1	1
OTU1848	0	1	0	0	0	1	0	0
OTU1849	0	0	1	0	0	0	3	1
OTU1850	3	2	2	1	2	2	1	0
OTU1851	0	0	0	2	0	0	0	0
OTU1852	7	12	6	5	10	8	4	21
OTU1853	14	26	19	18	10	28	28	21
OTU1854	1	1	0	0	4	2	1	3
OTU1855	4	1	4	6	4	13	5	2
OTU1856	1	3	0	0	0	4	2	0
OTU1857	1	1	1	0	0	0	0	2
OTU1858	1	2	0	0	3	1	0	0
OTU1859	6	4	3	5	5	4	2	3
OTU1860	0	1	0	1	0	0	0	1
OTU1861	0	0	1	0	0	2	1	1
OTU1862	0	0	0	0	0	0	0	0
OTU1863	0	0	1	0	0	0	0	5
OTU1864	0	1	1	0	0	0	0	0
OTU1865	0	1	1	0	1	0	1	0
OTU1866	0	0	0	0	0	0	0	0
OTU1867	1	1	0	1	1	1	0	1
OTU1868	1	1	0	3	2	2	1	2
OTU1869	0	1	2	0	0	0	0	0
OTU1870	3	8	5	4	3	7	1	7
OTU1871	103	80	80	95	86	73	51	86
OTU1872	0	1	0	0	0	0	1	2
OTU1873	0	1	1	0	0	2	0	2
OTU1874	1	0	0	2	1	1	0	1
OTU1875	7	20	14	12	2	27	24	16
OTU1876	0	0	0	0	0	0	0	0
OTU1877	0	1	0	0	1	3	0	1
OTU1878	0	4	0	0	0	2	0	0
OTU1879	15	21	20	17	11	15	18	15
OTU1880	0	0	1	0	1	0	0	0
OTU1881	0	2	1	1	2	3	1	3
OTU1882	1	0	0	1	2	0	2	1
OTU1883	4	4	8	1	11	2	4	2
OTU1884	0	1	1	0	0	0	1	0
OTU1885	0	0	0	0	0	0	0	0
OTU1886	3	0	0	0	1	1	0	1
OTU1887	0	1	0	1	0	0	0	3
OTU1888	1	1	1	2	1	2	0	1
OTU1889	0	0	0	0	0	1	1	2
OTU1890	0	2	3	0	0	1	1	0
OTU1891	0	0	0	0	1	1	0	0
OTU1892	0	0	1	0	0	0	1	0
OTU1893	0	0	2	4	0	1	1	1
OTU1894	0	0	0	0	0	1	1	0
OTU1895	0	0	2	2	1	1	0	1
OTU1896	1	0	0	0	0	0	0	0
OTU1897	4	3	3	1	4	3	3	2
OTU1898	29	34	34	37	21	38	35	45
OTU1899	2	3	3	2	0	0	2	0
OTU1900	5	1	5	4	6	3	3	2
OTU1901	1	0	2	0	0	1	2	1
OTU1902	2	0	0	1	0	0	0	0
OTU1903	9	4	2	3	5	4	1	2
OTU1904	5	10	14	5	3	8	12	11
OTU1905	0	0	0	0	0	0	0	0
OTU1906	0	0	0	0	0	1	0	0
OTU1907	1	1	2	1	0	4	1	0
OTU1908	1	1	0	0	0	0	0	1
OTU1909	1	1	2	3	1	2	1	1
OTU1910	0	1	0	0	1	0	0	2
OTU1911	2	0	1	0	0	0	1	3
OTU1912	2	1	0	1	1	0	0	0
OTU1913	1	1	0	0	0	0	0	0
OTU1914	0	1	0	0	0	1	0	0
OTU1915	1	2	3	0	0	1	0	2
OTU1916	3	5	2	0	0	1	3	1
OTU1917	43	20	249	132	180	30	170	139
OTU1918	1	0	0	0	0	0	1	1
OTU1919	0	0	0	0	0	0	0	0
OTU1920	0	0	2	1	0	0	3	2
OTU1921	1	0	1	0	1	0	0	0
OTU1922	1	0	1	0	1	1	1	0
OTU1923	2	1	5	2	3	5	1	5
OTU1924	3	4	3	5	2	4	0	6
OTU1925	5	0	0	0	2	1	2	0
OTU1926	1	0	0	0	0	0	0	0
OTU1927	0	0	1	1	1	1	0	0
OTU1928	4	7	6	2	3	4	3	2
OTU1929	0	1	0	0	0	1	0	0
OTU1930	0	0	2	5	1	2	0	2
OTU1931	2	0	0	0	2	0	0	1
OTU1932	5	1	2	4	3	3	3	0
OTU1933	1	0	3	0	2	2	0	0
OTU1934	7	2	4	2	1	4	0	1
OTU1935	0	0	0	1	0	1	1	2
OTU1936	0	3	2	1	1	0	0	2
OTU1937	106	209	0	1	507	98	2	0
OTU1938	2	0	0	0	1	0	2	0
OTU1939	2	0	1	0	0	0	0	3
OTU1940	6	6	4	7	4	4	3	6
OTU1941	1	0	2	0	0	0	0	0
OTU1942	0	0	1	0	1	0	1	0
OTU1943	4	2	0	0	5	2	0	1
