OTU ID	HP7	HP15	HP25	HP40	LP7	LP15	LP25	LP40
OTU657	0	1	0	0	0	2	1	1
OTU658	9	16	5	3	4	5	6	3
OTU659	0	1	0	0	0	0	0	0
OTU660	0	0	0	0	0	0	1	0
OTU661	0	0	0	0	0	0	0	0
OTU662	0	0	0	1	0	1	0	0
OTU663	4	5	9	5	3	3	5	6
OTU664	0	0	1	0	1	3	0	0
OTU665	1	2	1	0	4	1	3	3
OTU666	1	1	2	0	0	1	1	0
OTU667	1	1	0	3	0	1	0	2
OTU668	0	0	1	2	0	0	0	2
OTU669	0	0	0	0	0	2	0	0
OTU670	166	12	10	4	460	11	16	10
OTU671	4	0	1	1	0	3	2	0
OTU672	0	1	0	0	0	1	1	0
OTU673	9	18	13	11	5	14	8	17
OTU674	4	4	0	0	2	5	2	0
OTU675	1	3	2	2	1	2	0	1
OTU676	0	1	0	0	0	0	0	0
OTU677	4	1	1	0	3	1	0	0
OTU678	0	2	3	0	0	0	2	2
OTU679	0	0	0	0	0	0	0	1
OTU680	0	0	0	0	1	0	0	0
OTU681	8	1	1	0	3	3	3	6
OTU682	0	1	0	0	1	1	1	0
OTU683	3	3	6	4	0	4	3	1
OTU684	2	2	1	0	0	0	0	0
OTU685	0	0	0	0	0	0	0	0
OTU686	1	0	0	1	0	1	0	0
OTU687	6	5	5	3	5	5	7	3
OTU688	0	0	0	0	0	0	2	1
OTU689	1	1	1	1	0	3	2	0
OTU690	1	1	0	1	1	1	0	0
OTU691	7	16	13	14	5	9	5	7
OTU692	1	6	2	3	1	4	3	1
OTU693	0	2	2	1	1	4	3	3
OTU694	0	1	0	0	0	1	1	0
OTU695	0	0	2	0	0	0	0	0
OTU696	3	1	1	0	7	4	2	1
OTU697	6	5	5	5	4	6	6	8
OTU698	1	0	0	0	0	1	0	0
OTU699	0	0	1	1	1	0	0	0
OTU700	0	2	1	1	0	1	1	0
OTU701	0	1	1	0	0	1	0	0
OTU702	0	0	0	0	1	0	0	0
OTU703	5	1	2	0	4	3	0	3
OTU704	1	1	2	0	1	0	0	0
OTU705	12	2	1	6	5	3	2	3
OTU706	0	0	2	5	0	0	1	2
OTU707	3	1	1	1	1	0	1	2
OTU708	0	1	3	1	0	0	4	2
OTU709	1	1	1	4	0	0	3	0
OTU710	0	0	1	0	0	0	0	0
OTU711	6	7	5	7	1	6	2	5
OTU712	0	1	1	0	0	1	3	0
OTU713	0	1	2	0	2	4	1	0
OTU714	0	0	1	1	0	1	1	0
OTU715	0	2	1	4	0	2	2	3
OTU716	1	0	1	0	0	2	0	0
OTU717	2	0	1	0	0	2	0	1
OTU718	4	2	3	0	1	5	0	2
OTU719	0	0	1	0	0	1	1	0
OTU720	20	18	13	15	10	11	12	18
OTU721	5	3	10	9	3	6	10	9
OTU722	3	0	1	0	0	0	0	1
OTU723	0	2	0	0	1	0	0	1
OTU724	0	3	1	0	2	3	0	0
OTU725	1	0	0	0	0	0	0	0
OTU726	2	1	0	2	0	0	0	1
OTU727	0	1	0	1	0	0	0	1
OTU728	1	0	1	0	2	1	0	0
OTU729	0	3	0	1	0	3	1	1
OTU730	0	0	0	1	0	3	4	0
OTU731	0	67	26	49	0	1	115	27
OTU732	0	0	0	0	0	1	0	4
OTU733	137	28	17	24	185	23	27	23
OTU734	4	8	4	5	5	6	4	1
OTU735	2	3	1	1	2	2	0	3
OTU736	0	1	0	0	0	1	0	0
OTU737	0	0	1	3	1	1	0	1
OTU738	0	0	0	2	0	1	0	2
OTU739	2	8	1	4	4	7	8	11
OTU740	1	2	0	2	0	0	1	0
OTU741	1	4	4	0	0	1	4	0
OTU742	0	0	0	0	0	1	0	0
OTU743	3	1	0	0	2	0	1	1
OTU744	0	0	1	0	0	0	0	0
OTU745	7	5	7	4	10	5	3	5
OTU746	0	0	1	6	0	0	4	1
OTU747	7	0	0	0	13	2	0	0
OTU748	0	0	2	2	0	0	1	2
OTU749	9	4	17	8	3	6	3	6
OTU750	1	2	2	1	0	0	1	1
OTU751	0	1	1	0	0	0	1	0
OTU752	68	66	42	77	48	73	60	44
OTU753	1	4	4	6	1	1	5	11
OTU754	2	2	3	6	5	3	3	2
OTU755	1	1	2	3	2	2	0	0
OTU756	1	0	2	2	1	4	3	0
OTU757	0	1	0	0	0	0	1	0
OTU758	0	0	0	0	0	0	12	0
OTU759	4	2	1	1	2	1	3	1
OTU760	2	0	1	1	3	3	4	2
OTU761	0	1	0	1	0	1	2	0
OTU762	0	0	1	1	2	0	0	5
OTU763	0	0	0	0	1	0	0	0
OTU764	4	5	7	3	7	4	6	2
OTU765	2	0	2	2	2	3	0	0
OTU766	1	0	0	0	2	0	1	3
OTU767	3	4	8	6	2	7	3	5
OTU768	0	1	0	2	1	2	4	3
OTU769	0	0	0	0	0	0	0	0
OTU770	1	2	0	0	1	0	0	0
OTU771	16	9	16	12	9	3	9	14
OTU772	0	1	0	0	0	0	1	0
OTU773	0	0	0	1	1	2	1	1
OTU774	10	6	8	5	7	19	4	13
OTU775	5	3	4	2	0	3	6	3
OTU776	10	11	10	15	6	4	7	3
OTU777	8	4	7	11	2	9	8	8
OTU778	0	0	0	1	0	1	1	0
OTU779	0	0	0	2	1	0	1	3
OTU780	7	4	1	1	4	1	2	1
OTU781	1	0	1	0	1	0	0	0
OTU782	0	1	0	0	0	0	1	1
OTU783	0	0	0	0	0	0	0	1
OTU784	3	8	11	10	4	9	2	19
OTU785	0	0	0	0	0	0	0	1
OTU786	0	0	3	1	2	2	0	7
OTU787	0	0	0	0	0	0	0	0
OTU788	0	4	4	3	2	6	0	2
OTU789	1	1	1	0	1	1	1	0
OTU790	0	0	0	3	0	0	2	1
OTU791	0	0	2	1	0	0	0	1
OTU792	3	6	5	6	5	4	7	9
OTU793	4	4	1	2	1	0	0	1
OTU794	2	0	0	0	0	0	0	0
OTU795	3	0	1	0	3	0	1	0
OTU796	2	8	4	11	4	5	5	9
OTU797	2	0	0	0	1	0	1	0
OTU798	0	3	5	2	2	3	0	2
OTU799	13	4	3	3	5	2	1	1
OTU800	0	0	1	2	0	0	0	0
OTU801	10	10	10	12	0	11	16	7
OTU802	0	1	3	0	3	1	1	2
OTU803	0	0	0	0	1	0	0	0
OTU804	6	3	1	0	0	2	1	1
OTU805	0	2	2	0	0	0	1	2
OTU806	6	4	4	13	3	6	15	11
OTU807	0	0	0	0	0	0	0	1
OTU808	1	0	0	0	1	1	0	2
OTU809	3	4	3	2	1	0	0	3
OTU810	0	1	1	0	0	0	1	0
OTU811	0	0	2	1	0	0	0	2
OTU812	3	4	0	2	1	2	5	1
OTU813	1	0	0	0	0	0	0	0
OTU814	0	1	1	0	6	3	0	1
OTU815	0	4	3	1	0	1	1	1
OTU816	1	0	0	0	0	0	1	0
OTU817	1	0	1	0	2	2	0	0
OTU818	1	0	0	0	0	1	0	0
OTU819	0	0	1	0	3	3	0	1
OTU820	4	12	9	8	8	5	7	11
OTU821	0	0	0	0	0	0	0	1
OTU822	0	0	6	1	0	0	0	2
OTU823	1	0	0	0	0	1	0	0
OTU824	0	0	0	0	1	1	0	0
OTU825	0	0	0	0	0	0	0	1
OTU826	2	4	2	9	2	4	6	1
OTU827	1	4	0	0	0	1	0	0
OTU828	0	2	0	1	0	0	1	0
OTU829	0	0	0	0	1	1	2	0
OTU830	0	1	1	0	0	2	0	1
OTU831	1	3	2	0	0	2	3	1
OTU832	5	5	8	4	6	7	10	18
OTU833	2	5	0	1	6	5	3	2
OTU834	13	25	25	34	13	18	18	21
OTU835	0	0	1	0	0	0	1	2
OTU837	0	0	0	0	0	0	2	0
OTU838	3	2	0	2	0	2	0	5
OTU839	0	0	0	0	0	1	0	0
OTU840	0	2	0	0	0	0	0	2
OTU841	0	0	0	1	1	0	0	0
OTU842	0	0	0	3	0	1	0	0
OTU843	1	0	0	0	0	0	0	0
OTU844	2	4	2	0	4	2	2	2
OTU845	1	1	3	2	1	1	1	1
OTU846	1	0	0	0	0	0	1	0
OTU847	0	0	1	0	0	0	0	0
OTU848	1	1	1	2	0	0	0	0
OTU849	0	0	1	0	0	0	0	0
OTU850	1	1	0	0	1	0	0	0
OTU851	1	0	0	1	0	0	2	0
OTU852	3	6	10	15	6	15	8	13
OTU853	0	0	1	0	0	0	1	0
OTU854	1	0	0	2	0	0	0	1
OTU855	5	3	0	0	3	4	2	4
OTU856	0	0	0	0	0	0	0	0
OTU857	24	33	12	18	13	15	11	11
OTU858	4	0	3	2	5	3	0	1
OTU859	0	0	0	0	0	0	0	0
OTU860	0	0	2	1	0	0	0	0
OTU861	2	8	7	4	4	4	1	0
OTU862	37	33	9	18	31	32	17	17
OTU863	0	2	5	2	0	0	2	1
OTU864	0	0	1	1	0	0	0	0
OTU865	3	2	2	2	2	3	4	4
OTU866	1	1	0	3	0	1	1	1
OTU867	11	19	15	15	8	16	11	22
OTU868	0	0	0	0	1	1	0	1
OTU869	0	0	1	0	0	0	1	0
OTU870	0	1	0	0	0	2	1	1
OTU871	6	8	7	7	2	2	2	8
OTU872	0	2	2	0	0	0	1	0
OTU873	2	1	0	3	1	2	0	2
OTU874	9	10	15	15	5	10	15	16
OTU875	2	0	0	0	0	1	0	0
OTU876	0	1	2	0	0	0	1	1
OTU877	1	0	0	1	0	0	1	1
OTU878	0	2	3	1	2	0	5	2
OTU879	29	13	21	20	18	16	9	19
OTU880	0	1	0	1	0	0	1	2
OTU881	2	4	3	13	1	5	1	13
OTU882	3	0	0	0	0	0	0	0
OTU883	1	6	2	7	2	5	3	1
OTU884	1	0	0	2	0	0	0	1
OTU885	2	0	0	0	0	2	0	1
OTU886	1	1	1	0	2	0	0	1
OTU887	2	6	4	2	0	7	0	4
OTU888	0	0	1	0	2	1	0	0
OTU889	0	0	1	0	0	0	0	0
OTU890	1	0	0	1	0	1	1	0
OTU891	1	0	0	0	0	0	0	0
OTU892	3	1	3	3	3	3	2	2
OTU893	0	1	1	0	0	0	0	0
OTU894	0	0	0	0	0	0	2	0
OTU895	17	18	20	16	11	13	11	7
OTU896	2	3	3	2	1	4	5	1
OTU897	6	8	1	11	3	6	5	3
OTU898	2	1	0	0	1	0	1	0
OTU899	1	0	0	1	1	0	1	3
OTU900	0	0	2	0	0	0	3	1
OTU901	1	3	0	2	2	0	2	2
OTU902	79	105	168	130	81	124	239	171
OTU903	1	4	5	3	8	8	4	4
OTU904	1	0	0	0	0	0	0	0
OTU905	0	0	2	2	1	3	2	1
OTU906	0	3	1	2	0	1	1	0
OTU907	5	5	4	6	8	8	10	4
OTU908	7	5	3	4	8	3	4	2
OTU909	4	2	6	7	3	3	1	3
OTU910	0	0	0	1	0	2	1	2
OTU911	13	13	13	10	8	8	11	11
OTU912	3	10	5	4	4	4	2	2
OTU913	23	42	56	44	22	42	78	75
OTU914	0	0	0	0	0	0	0	1
OTU915	2	2	1	2	0	0	4	3
OTU916	0	1	1	0	5	0	0	0
OTU917	13	6	8	14	12	3	7	10
OTU918	0	1	0	0	1	1	0	0
OTU919	0	0	0	0	1	1	1	0
OTU920	0	1	1	0	2	3	0	0
OTU921	5	0	1	1	1	2	1	0
OTU922	0	1	2	0	1	0	3	2
OTU923	0	3	0	3	2	1	1	1
OTU924	0	3	2	0	0	0	0	1
OTU925	4	0	0	0	0	0	0	0
OTU926	0	0	2	1	0	1	1	1
OTU927	3	3	3	2	3	3	4	2
OTU928	2	3	0	0	1	1	2	2
OTU929	0	1	1	0	0	0	0	0
OTU930	0	0	1	0	0	1	1	0
OTU931	0	0	0	0	0	0	0	0
OTU932	1	0	1	0	1	1	1	0
OTU933	12	6	4	6	3	9	6	4
OTU934	2	1	0	1	0	0	0	0
OTU935	3	0	5	1	0	2	2	2
OTU936	0	1	0	0	0	2	0	0
OTU937	1	1	1	4	1	3	1	2
OTU938	5	6	5	10	1	4	3	5
OTU939	2	3	2	2	0	0	3	1
OTU940	0	0	0	1	0	0	0	0
OTU941	0	0	0	0	0	0	1	0
OTU942	1	0	1	1	0	0	3	5
OTU943	20	11	15	21	17	21	16	18
OTU944	4	5	1	5	1	9	9	10
OTU945	0	0	0	0	1	0	0	0
OTU946	0	1	0	0	0	0	0	1
OTU947	0	25	85	158	0	14	44	39
OTU948	3	0	4	3	2	1	2	3
OTU949	1	0	1	2	4	2	3	3
OTU950	2	1	2	1	0	1	0	3
OTU951	3	0	0	6	1	0	0	0
OTU952	1	1	0	1	0	2	0	4
OTU953	18	51	66	89	26	48	42	70
OTU954	5	5	5	0	11	1	1	1
OTU955	0	1	1	0	1	0	1	0
OTU956	2	0	0	3	2	1	0	0
OTU957	1	3	2	8	1	1	5	4
OTU958	1	13	29	26	12	15	18	13
OTU959	0	1	0	0	1	1	1	0
OTU960	0	0	0	2	0	0	0	0
OTU961	1	2	1	0	0	1	1	0
OTU962	13	19	23	16	10	18	10	20
OTU963	0	1	0	2	0	0	0	2
OTU964	0	1	2	0	0	0	1	1
OTU965	0	0	0	0	0	1	0	1
OTU966	1	0	1	4	0	1	2	1
OTU967	20	24	30	22	29	35	47	33
OTU968	4	6	5	9	3	4	3	6
OTU969	3	0	5	1	2	0	1	0
OTU970	1	1	0	0	0	1	1	0
OTU971	1	2	0	3	0	1	1	0
OTU972	2	4	3	1	1	3	4	3
OTU973	1	3	3	1	2	0	3	4
OTU974	0	2	0	0	0	0	1	0
OTU975	0	1	2	2	0	4	0	2
OTU976	0	0	0	0	0	2	0	0
OTU977	0	0	2	2	0	0	1	2
OTU978	0	1	0	2	0	1	1	2
OTU979	0	1	0	1	0	0	1	2
OTU980	0	1	2	2	0	0	2	0
OTU981	4	3	2	5	1	2	4	5
OTU982	0	1	5	0	1	0	0	0
OTU983	2	1	1	3	0	6	3	3
OTU984	8	19	10	17	10	17	13	14
OTU985	0	0	0	0	0	0	0	0
OTU986	0	0	0	0	0	1	0	0
OTU987	0	2	3	1	1	5	1	0
OTU988	1	0	1	0	0	2	0	0
OTU989	1	2	0	0	0	0	0	0
OTU990	5	2	0	0	3	4	0	0
OTU991	2	1	1	0	4	3	2	1
OTU992	1	0	0	2	3	3	0	2
OTU993	1	1	0	2	0	0	1	2
OTU994	0	1	1	4	2	0	2	6
OTU995	3	1	2	0	0	1	0	1
OTU996	0	0	0	0	3	0	0	0
OTU997	0	0	0	0	0	0	0	0
OTU998	4	3	3	2	2	2	5	1
OTU999	0	0	2	2	1	0	0	0
OTU1000	1	2	1	0	0	0	1	0
OTU1001	0	2	1	0	0	0	0	0
OTU1002	2	0	3	5	2	1	3	6
OTU1003	0	0	0	2	0	0	0	0
OTU1004	0	0	0	0	0	1	0	0
OTU1005	1	1	0	0	0	0	1	0
OTU1006	0	0	0	1	0	0	0	1
OTU1007	2	9	8	7	1	8	8	6
OTU1008	1	0	0	0	1	1	1	0
OTU1009	0	0	0	1	0	1	0	1
OTU1010	5	5	4	3	4	4	5	5
OTU1011	9	1	3	7	7	7	4	2
OTU1012	2	0	1	0	2	5	8	6
OTU1013	1	2	1	0	2	2	1	1
OTU1014	1	0	3	7	0	3	2	2
OTU1015	1	1	0	0	3	1	0	0
OTU1016	3	3	3	3	1	2	1	3
OTU1017	2	0	1	2	0	2	1	2
OTU1018	0	0	0	0	0	0	1	0
OTU1019	0	0	2	0	1	0	1	0
OTU1020	0	0	1	1	0	0	0	0
OTU1021	6	8	0	0	2	1	0	0
OTU1022	3	2	7	3	4	6	0	0
OTU1023	2	2	1	0	2	2	1	0
OTU1024	0	0	1	0	0	0	2	1
OTU1025	0	0	0	1	0	0	2	1
OTU1026	1	1	0	1	0	0	0	1
OTU1027	0	0	0	2	0	0	1	0
OTU1028	1	0	1	1	1	0	0	0
OTU1029	0	1	1	0	1	1	0	0
OTU1030	1	0	0	0	0	3	0	1
OTU1031	0	1	1	2	0	2	2	0
OTU1032	1	0	2	0	1	0	0	0
OTU1033	2	4	3	2	6	5	3	3
OTU1034	3	1	3	0	0	2	0	1
OTU1035	0	2	0	1	0	2	3	1
OTU1036	16	12	25	24	9	19	23	23
OTU1037	0	0	2	0	0	0	0	0
OTU1038	0	2	0	2	0	0	0	2
OTU1039	0	1	0	1	0	0	0	2
OTU1040	0	0	3	1	0	2	0	1
OTU1041	0	1	1	0	2	1	0	0
OTU1042	1	0	0	0	1	0	0	0
OTU1043	5	1	4	4	5	6	4	0
OTU1044	0	1	1	0	0	0	1	1
OTU1045	0	0	1	0	0	0	0	0
OTU1046	0	0	0	0	0	1	2	0
OTU1047	1	0	1	0	0	0	4	1
OTU1048	0	0	0	2	0	0	0	0
OTU1049	1	0	2	1	2	2	0	1
OTU1050	0	0	1	1	0	2	0	1
OTU1051	3	3	1	2	2	6	4	4
OTU1052	0	0	0	0	0	0	0	0
OTU1053	1	4	2	1	3	1	1	0
OTU1054	1	1	0	1	0	0	1	0
OTU1055	0	2	0	1	0	1	0	0
OTU1056	0	0	0	1	0	0	1	0
OTU1057	3	0	3	1	0	2	2	0
OTU1058	1	1	0	0	0	1	1	1
OTU1059	1	3	2	1	5	4	1	3
OTU1060	0	0	0	2	0	1	1	0
OTU1061	2	1	0	0	0	1	0	0
OTU1062	1	0	1	2	0	2	1	1
OTU1063	1	1	2	3	4	1	2	0
OTU1064	166	123	107	96	97	115	90	98
OTU1065	2	4	2	1	0	0	4	1
OTU1066	0	0	1	0	0	0	0	0
OTU1067	0	0	0	0	0	0	1	0
OTU1068	4	2	1	1	4	1	0	2
OTU1069	1	0	1	3	3	3	3	1
OTU1070	0	4	0	1	0	1	1	5
OTU1071	303	134	138	154	267	155	175	159
OTU1072	1	1	4	3	2	3	3	8
OTU1073	1	0	1	0	3	0	0	1
OTU1074	3	2	2	1	0	0	1	1
OTU1075	0	4	2	3	1	0	0	1
OTU1076	0	1	2	1	1	4	1	2
OTU1077	0	2	2	0	1	0	0	1
OTU1078	1	0	0	0	3	1	0	1
OTU1079	9	8	6	7	5	9	14	10
OTU1080	1	1	1	4	0	1	2	3
OTU1081	1	2	2	5	1	1	1	2
OTU1082	0	1	2	1	0	1	4	2
OTU1083	0	0	1	0	0	0	0	0
OTU1084	0	2	0	1	2	2	2	3
OTU1085	51	38	26	43	52	32	52	51
OTU1086	6	5	2	0	1	4	2	4
OTU1087	1	1	2	2	1	0	0	2
OTU1088	0	1	0	0	0	0	1	2
OTU1089	0	0	0	0	1	0	0	0
OTU1090	2	6	1	2	0	4	0	0
OTU1091	10	12	12	9	7	6	9	8
OTU1092	1	0	0	1	1	0	1	0
OTU1093	0	0	1	0	0	0	0	0
OTU1094	14	19	5	6	13	13	6	5
OTU1095	3	12	17	6	6	6	14	11
OTU1096	0	0	0	0	0	1	0	0
OTU1097	2	2	1	3	2	4	1	3
OTU1098	0	2	1	1	1	0	0	0
OTU1099	0	0	0	0	0	0	0	0
OTU1100	1	0	1	1	0	0	2	0
OTU1101	1	1	1	2	0	1	1	0
OTU1102	1	5	1	4	0	0	0	0
OTU1103	0	0	2	2	0	0	1	0
OTU1104	18	12	15	15	17	14	20	16
OTU1105	2	1	0	0	0	1	0	2
OTU1106	2	5	5	9	2	5	12	4
OTU1107	0	1	0	0	0	1	0	1
OTU1108	0	1	0	2	0	0	0	0
OTU1109	4	20	13	24	13	10	7	5
OTU1110	4	3	0	2	3	2	3	2
OTU1111	24	37	37	32	27	33	33	43
OTU1112	1	0	0	0	0	0	0	0
OTU1113	1	8	8	6	3	3	5	2
OTU1114	0	0	0	0	1	1	1	1
OTU1115	0	0	0	0	0	1	0	0
OTU1116	3	3	2	0	0	6	1	0
OTU1117	0	0	0	0	0	1	0	0
OTU1118	0	1	0	0	3	1	0	0
OTU1119	0	1	0	0	0	0	0	0
OTU1120	2	2	0	3	1	2	0	3
OTU1121	0	2	3	3	3	0	1	0
OTU1122	1	0	0	0	2	0	0	0
OTU1123	0	1	0	0	0	1	2	0
OTU1124	2	6	5	7	4	6	6	8
OTU1125	19	22	26	26	18	14	27	44
OTU1126	4	2	2	2	1	2	2	3
OTU1127	130	68	63	128	86	91	110	88
OTU1128	4	1	1	0	1	1	1	0
OTU1129	0	0	1	0	1	0	1	0
OTU1130	1	0	1	2	1	2	2	2
OTU1131	8	12	4	16	8	9	6	7
OTU1132	0	2	0	0	0	0	0	0
OTU1133	3	1	0	1	2	0	1	0
OTU1134	0	1	1	3	2	3	2	2
OTU1135	0	2	0	0	0	0	1	3
OTU1136	4	3	3	5	2	6	8	2
OTU1137	1	6	1	1	3	2	3	0
OTU1138	9	20	9	16	15	20	5	19
OTU1139	2	0	1	0	0	0	0	0
OTU1140	0	3	3	1	1	3	7	1
OTU1141	3	3	2	3	1	1	3	4
OTU1142	1	2	0	0	0	0	0	0
OTU1143	0	0	0	0	0	1	1	0
OTU1144	1	3	1	0	0	2	2	1
OTU1145	0	1	2	2	3	0	0	0
OTU1146	6	4	3	2	3	1	1	0
OTU1147	35	26	28	32	18	32	34	33
OTU1148	4	2	5	5	2	4	1	4
OTU1149	0	1	0	0	0	2	0	1
OTU1150	8	4	11	15	13	5	17	17
OTU1151	7	10	1	5	6	2	1	1
OTU1152	0	0	0	1	0	0	0	0
OTU1153	0	1	0	0	0	1	0	0
OTU1154	0	1	0	0	1	2	0	0
OTU1155	49	69	68	71	28	70	56	75
OTU1156	125	9	5	9	349	8	7	7
OTU1157	1	0	1	0	2	0	3	0
OTU1158	1	3	1	1	2	2	1	3
OTU1159	1	0	1	1	2	0	1	1
OTU1160	0	0	0	0	0	0	0	0
OTU1161	3	15	7	6	8	9	6	11
OTU1162	0	0	0	0	0	0	0	0
OTU1163	1	2	0	2	1	0	1	0
OTU1164	0	2	0	0	0	0	0	0
OTU1165	0	0	1	2	1	0	0	0
OTU1166	2	2	0	1	0	3	1	0
OTU1167	1	1	3	2	3	5	1	2
OTU1168	1	2	0	3	0	0	1	1
OTU1169	1	0	0	0	5	1	0	0
OTU1170	0	0	0	1	0	0	0	0
OTU1171	1	2	2	0	0	2	3	2
OTU1172	6	18	5	12	6	23	8	9
OTU1173	4	1	0	0	0	0	0	0
OTU1174	17	24	21	25	14	15	26	27
OTU1175	1	1	0	3	0	3	4	6
OTU1176	75	35	50	50	36	21	48	48
OTU1177	1	1	1	1	0	1	4	3
OTU1178	0	0	0	2	0	0	0	1
OTU1179	5	3	0	2	2	4	1	5
OTU1180	0	0	0	0	0	0	0	1
OTU1181	8	18	11	10	6	7	3	13
OTU1182	0	0	0	1	5	2	1	1
OTU1183	4	0	3	0	1	1	1	1
OTU1184	1	1	3	1	4	3	2	1
OTU1185	2	0	1	2	2	0	0	1
OTU1186	3	2	3	3	7	1	7	1
OTU1187	0	2	0	0	0	0	0	1
OTU1188	21	22	24	28	21	21	21	37
OTU1189	5	0	0	1	0	0	0	0
OTU1190	8	17	21	29	13	18	16	28
OTU1191	2	3	0	2	3	3	2	4
OTU1192	0	1	1	0	0	0	0	0
OTU1193	10	10	11	14	6	21	13	14
OTU1194	5	0	2	4	4	4	3	4
OTU1195	2	2	0	0	2	3	1	0
OTU1196	1	0	0	0	0	0	0	0
OTU1197	0	4	0	0	1	0	0	2
OTU1198	0	0	2	1	0	1	1	3
OTU1199	2	1	1	0	0	0	1	0
OTU1200	9	3	4	3	10	6	6	6
OTU1201	0	1	4	2	1	2	3	3
OTU1202	0	0	3	0	0	0	1	2
OTU1203	0	0	0	0	0	0	0	1
OTU1204	1	3	4	1	1	3	2	2
OTU1205	0	0	0	1	0	0	0	1
OTU1206	0	1	0	0	1	1	0	0
OTU1207	0	0	0	0	0	0	0	0
OTU1208	29	25	29	28	16	29	21	34
OTU1209	2	8	8	15	6	4	3	10
OTU1210	3	1	0	1	2	3	1	0
OTU1211	50	83	89	132	124	80	52	130
OTU1212	2	13	10	10	10	9	7	7
OTU1213	0	1	0	1	0	0	0	0
OTU1214	6	2	3	2	5	4	2	2
OTU1215	0	0	0	2	0	0	1	1
OTU1216	4	4	4	5	9	1	2	4
OTU1217	0	0	0	0	1	0	1	0
OTU1218	1	0	2	0	1	1	3	3
OTU1219	2	1	7	1	2	0	1	2
OTU1220	6	1	3	1	2	2	2	4
OTU1221	0	0	0	1	0	0	3	0
OTU1222	1	0	0	1	0	0	0	0
OTU1223	0	4	1	0	1	1	2	0
OTU1224	1	0	0	0	0	1	1	0
OTU1225	0	0	1	0	0	1	0	1
OTU1226	8	3	3	2	7	4	3	2
OTU1227	16	1	1	1	56	6	1	0
OTU1228	2	0	0	0	0	0	0	0
OTU1229	1	0	0	0	0	2	0	1
OTU1230	0	2	0	0	1	0	0	0
OTU1231	0	0	1	1	0	0	2	3
OTU1232	2	0	0	0	1	0	0	1
OTU1233	0	1	0	2	2	1	1	1
OTU1234	5	13	8	16	6	10	10	18
OTU1235	1	0	0	0	0	0	2	3
OTU1236	1	6	0	0	0	1	1	0
OTU1237	19	3	0	1	25	3	0	0
OTU1238	0	1	2	1	0	0	0	1
OTU1239	17	12	9	1	15	13	11	5
OTU1240	1	0	2	0	1	2	0	1
OTU1241	1	0	0	0	0	0	0	0
OTU1242	2	0	1	1	0	2	1	3
OTU1243	1	0	0	0	0	0	0	0
OTU1244	0	0	1	0	2	1	0	0
OTU1245	0	0	0	3	0	1	0	1
OTU1246	0	0	0	0	0	0	0	0
OTU1247	5	7	6	7	4	12	2	6
OTU1248	6	5	9	4	2	2	1	4
OTU1249	2	2	2	0	2	3	1	2
OTU1250	2	1	0	2	0	0	0	0
OTU1251	0	0	0	1	0	0	0	0
OTU1252	3	0	3	1	3	0	2	0
OTU1253	10	6	6	3	7	13	5	11
OTU1254	2	0	0	0	1	0	1	1
OTU1255	1	2	1	3	0	1	1	1
OTU1256	0	0	3	0	0	0	0	3
OTU1257	12	12	18	17	4	15	9	15
OTU1258	2	3	2	1	1	2	3	2
OTU1259	0	1	0	0	0	0	0	0
OTU1260	1	0	2	0	2	0	0	1
OTU1261	1	1	1	3	0	0	1	1
OTU1262	0	1	0	0	0	0	1	0
OTU1263	1	0	0	0	0	1	0	0
OTU1264	0	1	0	1	0	0	0	0
OTU1265	2	1	0	1	17	2	1	0
OTU1266	1	0	0	0	3	0	0	0
OTU1267	2	0	1	0	0	1	0	0
OTU1268	0	0	0	0	0	0	0	0
OTU1269	0	0	3	3	0	1	0	2
OTU1270	8	8	4	9	9	9	7	15
OTU1271	2	9	7	3	7	3	2	2
OTU1272	19	85	314	156	35	329	790	24
OTU1273	0	2	1	1	0	1	0	0
OTU1274	2	5	1	5	1	4	4	3
OTU1275	0	0	0	1	1	0	0	0
OTU1276	1	1	1	1	2	0	0	0
OTU1277	1	0	0	0	0	0	0	0
OTU1278	2	0	0	0	0	1	0	0
OTU1279	4	5	4	5	7	8	10	9
OTU1280	1	2	0	0	0	1	1	1
OTU1281	12	9	11	13	6	7	15	8
OTU1282	1	3	2	2	0	4	3	1
OTU1283	0	0	1	0	0	0	0	0
OTU1284	0	1	0	0	0	1	1	0
OTU1285	0	0	0	0	0	0	0	0
OTU1286	3	0	1	0	0	0	0	0
OTU1287	0	2	1	1	0	1	1	2
OTU1288	1	2	0	0	0	0	0	0
OTU1289	0	0	0	1	0	0	0	0
OTU1290	1	0	0	1	1	0	2	1
OTU1291	49	44	57	63	46	68	45	50
OTU1292	1	1	0	0	0	3	2	0
OTU1293	0	0	0	1	0	0	0	0
OTU1294	3	2	3	1	3	2	1	1
OTU1295	2	0	0	0	1	0	0	0
OTU1296	2	1	0	0	0	1	2	1
OTU1297	1	0	1	0	1	4	5	0
OTU1298	4	3	3	0	4	3	2	6
OTU1299	52	49	42	43	59	86	61	58
OTU1300	2	2	0	0	0	1	1	1
OTU1301	1	0	0	0	0	2	2	0
OTU1302	0	1	1	0	0	1	0	0
OTU1303	0	3	1	3	2	8	4	3
OTU1304	0	0	1	0	1	0	1	1
OTU1305	0	1	2	0	1	0	2	1
OTU1306	0	0	2	0	1	2	1	1
OTU1307	0	3	3	0	0	3	8	1
